ktp.source_key,ssn_min,ssn_q20,ssn_q40,ssn_median,ssn_q60,ssn_q80,ssn_max,works_min,works_q20,works_q40,works_median,works_q60,works_q80,works_max,cited_min,cited_q20,cited_q40,cited_median,cited_q60,cited_q80,cited_max,tukey_outlier_row_count,global_tukey_outlier_row_count,authorid_count,authorids_json,ssn_sum_hit_1pct_tukey_fragments_json,works_count_tukey_fragments_json,cited_by_count_tukey_fragments_json,tukey_priority_selected_fragment,max_works_rule_selected_fragment,flag,selected_fragments_same
"{""ktp.first_name"": ""Patrick"", ""ktp.last_name"": ""Cramer""}",3.0,88.80000000000001,174.60000000000002,217.5,260.4,346.20000000000005,432.0,1.0,106.2,211.4,264.0,316.59999999999997,421.8,527.0,7.0,7381.800000000001,14756.600000000002,18444.0,22131.399999999998,29506.200000000004,36881.0,0,1,2,"[""A5008281609"",""A5113233805""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Paul G"", ""ktp.last_name"": ""Richardson""}",,,,,,,,,,,,,,,,,,,,,,0,0,0,[],[],[],[],,,true,true
"{""ktp.first_name"": ""Peng"", ""ktp.last_name"": ""Wang""}",1.0,3.0,10.0,12.5,18.0,34.0,683.0,0.0,19.0,45.0,61.5,83.0,146.0,52103.0,0.0,311.0,686.0,967.0,1246.0,2856.0,712861.0,36,24,236,"[""A5100322864"",""A5100396117"",""A5100396151"",""A5100395938"",""A5100395960"",""A5115602728"",""A5100722404"",""A5047918553"",""A5100396050"",""A5100395923"",""A5006846674"",""A5100395956"",""A5032716699"",""A5100396091"",""A5100396007"",""A5115602742"",""A5100396067"",""A5115594948"",""A5100396178"",""A5100396039"",""A5100634561"",""A5100396024"",""A5011130586"",""A5100710188"",""A5005268529"",""A5100395986"",""A5100396043"",""A5100396097"",""A5100396053"",""A5115592205"",""A5115602726"",""A5042753661"",""A5100396036"",""A5100395961"",""A5100396065"",""A5100396115"",""A5100378928"",""A5100718709"",""A5112361900"",""A5080808588"",""A5100395997"",""A5100395990"",""A5100396046"",""A5100737964"",""A5036956392"",""A5038386828"",""A5058176560"",""A5060679578"",""A5100396064"",""A5100651198"",""A5100396123"",""A5100396054"",""A5100396082"",""A5101906227"",""A5100395998"",""A5034056469"",""A5100396141"",""A5100395917"",""A5100396092"",""A5051764208"",""A5100395940"",""A5043351160"",""A5025947987"",""A5100395894"",""A5100396068"",""A5100396017"",""A5087403317"",""A5100396045"",""A5100396076"",""A5100396111"",""A5101779357"",""A5100396056"",""A5100395893"",""A5100396152"",""A5100395932"",""A5100396153"",""A5100396173"",""A5100396133"",""A5077232935"",""A5100706337"",""A5100395946"",""A5100396008"",""A5100395944"",""A5102024064"",""A5100395908"",""A5100395981"",""A5100396095"",""A5100395959"",""A5100396028"",""A5038563924"",""A5100395958"",""A5013949230"",""A5100395929"",""A5100395934"",""A5060907389"",""A5100395912"",""A5100395980"",""A5100624268"",""A5100395930"",""A5100396127"",""A5100396063"",""A5100396052"",""A5100396168"",""A5100396131"",""A5020329188"",""A5100396018"",""A5100706339"",""A5100378937"",""A5100396108"",""A5100395891"",""A5100396124"",""A5100395978"",""A5100395977"",""A5100395924"",""A5100396146"",""A5100396175"",""A5024476920"",""A5100395954"",""A5100395903"",""A5101815170"",""A5018799884"",""A5023719589"",""A5088508929"",""A5100395976"",""A5100396164"",""A5100396090"",""A5075331982"",""A5100395890"",""A5100610365"",""A5100396021"",""A5010733532"",""A5100396134"",""A5100629570"",""A5103086256"",""A5100395982"",""A5021218307"",""A5100396145"",""A5100396150"",""A5102933607"",""A5088945087"",""A5100395909"",""A5100396001"",""A5108049097"",""A5100395992"",""A5100396163"",""A5100396129"",""A5100396139"",""A5062870270"",""A5100378939"",""A5100396113"",""A5102869433"",""A5021991305"",""A5100396089"",""A5074381504"",""A5100395898"",""A5101779359"",""A5100395971"",""A5100706333"",""A5100395939"",""A5100395983"",""A5101959606"",""A5100396154"",""A5100396006"",""A5038937154"",""A5100395925"",""A5100396110"",""A5100417886"",""A5100605254"",""A5100395947"",""A5100396174"",""A5101779356"",""A5048334112"",""A5100396003"",""A5100396058"",""A5090747871"",""A5100396004"",""A5100396011"",""A5100396109"",""A5100395950"",""A5100395993"",""A5100396061"",""A5101959298"",""A5100396060"",""A5100378931"",""A5037839558"",""A5100395900"",""A5100395984"",""A5107809134"",""A5100395911"",""A5100395896"",""A5100395907"",""A5100396037"",""A5100741647"",""A5030785273"",""A5043600811"",""A5100395899"",""A5101914018"",""A5006127356"",""A5100395964"",""A5100395974"",""A5100396031"",""A5100396100"",""A5100396172"",""A5100629563"",""A5084327338"",""A5100395941"",""A5100396102"",""A5100396176"",""A5033365293"",""A5100395999"",""A5100396030"",""A5100396033"",""A5100396009"",""A5100624263"",""A5100396071"",""A5100396144"",""A5100605246"",""A5100396104"",""A5101959297"",""A5100639031"",""A5049174277"",""A5100396119"",""A5086415247"",""A5001560239"",""A5100395927"",""A5100396122"",""A5039151140"",""A5062769148"",""A5100718714"",""A5113416747"",""A5053880128"",""A5102720364"",""A5038208285"",""A5075214240"",""A5079186106"",""A5115695535""]","[""A5100322864"",""A5100396117"",""A5100396151"",""A5100395938"",""A5100395960"",""A5115602728"",""A5100722404"",""A5100396050"",""A5115602742"",""A5100396039"",""A5100395986"",""A5100396097"",""A5100396065"",""A5112361900"",""A5080808588"",""A5038386828"",""A5100396064"",""A5100396082"",""A5100395917"",""A5087403317"",""A5100395946"",""A5020329188"",""A5100395977""]","[""A5100322864"",""A5100396117"",""A5100396151"",""A5100395938"",""A5100395960"",""A5115602728"",""A5100722404"",""A5047918553"",""A5100396050"",""A5100395923"",""A5006846674"",""A5100395956"",""A5032716699"",""A5100396091"",""A5100396007"",""A5115602742"",""A5100396067"",""A5115594948"",""A5100396178"",""A5100396039"",""A5100634561""]","[""A5100322864"",""A5100396117"",""A5100396151"",""A5100395938"",""A5100395960"",""A5115602728"",""A5100722404"",""A5047918553"",""A5100396050"",""A5100395923"",""A5032716699"",""A5100396007"",""A5115602742"",""A5100396039"",""A5100395986"",""A5100396097"",""A5100396053"",""A5100396065"",""A5112361900"",""A5038386828"",""A5100395940""]",,A5100322864,true,false
"{""ktp.first_name"": ""Peter M"", ""ktp.last_name"": ""Visscher""}",,,,,,,,,,,,,,,,,,,,,,0,0,0,[],[],[],[],,,true,true
"{""ktp.first_name"": ""Philippe"", ""ktp.last_name"": ""Genereux""}",141.0,215.8,290.6,328.0,365.4,440.2,515.0,91.0,170.20000000000002,249.4,289.0,328.59999999999997,407.8,487.0,6441.0,10930.2,15419.400000000001,17664.0,19908.600000000002,24397.800000000003,28887.0,0,2,2,"[""A5007377189"",""A5107899547""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Ramamoorthy"", ""ktp.last_name"": ""Ramesh""}",10.0,163.0,316.0,392.5,469.0,622.0,775.0,18.0,201.60000000000002,385.20000000000005,477.0,568.8000000000001,752.4000000000001,936.0,690.0,14121.0,27552.0,34267.5,40983.0,54414.0,67845.0,0,1,2,"[""A5014493844"",""A5103393141""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Rasmus"", ""ktp.last_name"": ""Nielsenlo""}",,,,,,,,,,,,,,,,,,,,,,0,0,0,[],[],[],[],,,true,true
"{""ktp.first_name"": ""Reinette"", ""ktp.last_name"": ""Biggs""}",139.0,210.20000000000002,281.4,317.0,352.6,423.8,495.0,36.0,49.00000000000001,62.00000000000001,68.5,75.0,88.00000000000001,101.0,4447.0,7848.400000000001,11249.800000000001,12950.5,14651.199999999999,18052.600000000002,21454.0,0,2,2,"[""A5083285683"",""A5055937459""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Renu"", ""ktp.last_name"": ""Virmani""}",5.0,8.2,11.4,13.0,196.59999999999997,563.8000000000002,931.0,6.0,14.8,23.6,28.0,333.5999999999999,944.8000000000002,1556.0,272.0,1204.4,2136.8,2603.0,26705.799999999996,74911.40000000001,123117.0,0,1,3,"[""A5071287538"",""A5109187053"",""A5104688994""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Richard A."", ""ktp.last_name"": ""Flavell""}",15.0,30.6,46.2,54.0,369.5999999999999,1000.8000000000002,1632.0,9.0,39.0,69.0,84.0,369.3999999999999,940.2000000000002,1511.0,1694.0,4655.2,7616.400000000001,9097.0,51464.79999999999,136200.4,220936.0,0,2,3,"[""A5064443404"",""A5111506139"",""A5110187215""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Richard J."", ""ktp.last_name"": ""Youle""}",1.0,3.0000000000000004,5.000000000000001,6.0,110.39999999999998,319.20000000000005,528.0,2.0,2.4000000000000004,2.8000000000000003,3.0,65.79999999999998,191.4,317.0,487.0,645.4000000000001,803.8000000000001,883.0,16337.199999999995,47245.600000000006,78154.0,0,1,3,"[""A5016723424"",""A5113544593"",""A5111905511""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Robin L."", ""ktp.last_name"": ""Carhart-Harris""}",152.0,244.0,336.0,382.0,428.0,520.0,612.0,123.0,144.4,165.8,176.5,187.2,208.6,230.0,4964.0,8152.4,11340.8,12935.0,14529.2,17717.6,20906.0,0,2,2,"[""A5038609897"",""A5072682798""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Ronald C."", ""ktp.last_name"": ""Petersen""}",1.0,9.8,13.4,14.0,22.399999999999995,137.60000000000008,1680.0,4.0,6.800000000000001,17.200000000000006,28.0,31.599999999999998,163.6000000000001,1895.0,696.0,3243.0000000000014,9229.4,10049.0,10089.8,15497.000000000004,173363.0,1,5,7,"[""A5045246745"",""A5110342810"",""A5109999401"",""A5107890805"",""A5111432714"",""A5113658445"",""A5109933516""]","[""A5045246745""]","[""A5045246745""]","[""A5045246745""]",A5045246745,A5045246745,false,true
"{""ktp.first_name"": ""Roy S"", ""ktp.last_name"": ""Herbst""}",,,,,,,,,,,,,,,,,,,,,,0,0,0,[],[],[],[],,,true,true
"{""ktp.first_name"": ""Seung-Jung"", ""ktp.last_name"": ""Park""}",4.0,6.0,8.0,15.0,22.0,66.0,556.0,2.0,2.0,5.0,16.0,27.0,616.0,968.0,137.0,156.0,492.0,837.0,1182.0,9291.0,32499.0,1,2,6,"[""A5103118075"",""A5065417122"",""A5108834136"",""A5111347475"",""A5067107329"",""A5111847502""]","[""A5103118075""]",[],"[""A5103118075""]",A5103118075,A5103118075,false,true
"{""ktp.first_name"": ""Sheng"", ""ktp.last_name"": ""Dai""}",2.0,24.400000000000002,51.20000000000002,77.0,115.39999999999998,261.80000000000007,1229.0,23.0,64.4,124.40000000000003,182.0,210.2,280.20000000000005,1480.0,533.0,914.0000000000001,2421.600000000001,3927.0,7666.799999999997,12652.800000000003,87374.0,1,3,7,"[""A5018814519"",""A5031493683"",""A5026398494"",""A5075139909"",""A5049608200"",""A5086839429"",""A5046095130""]","[""A5018814519""]","[""A5018814519""]","[""A5018814519""]",A5018814519,A5018814519,false,true
"{""ktp.first_name"": ""Shihua"", ""ktp.last_name"": ""Li""}",9.0,11.0,14.0,33.5,53.0,82.0,574.0,12.0,34.0,128.0,131.0,134.0,136.0,908.0,334.0,1220.0,1467.0,3822.5,6178.0,7624.0,38596.0,1,2,6,"[""A5100618284"",""A5049217145"",""A5100618287"",""A5100618288"",""A5100618286"",""A5103015849""]","[""A5100618284""]","[""A5100618284""]","[""A5100618284""]",A5100618284,A5100618284,false,true
"{""ktp.first_name"": ""Shimon"", ""ktp.last_name"": ""Sakaguchi""}",17.0,126.2,235.4,290.0,344.6,453.8,563.0,8.0,166.60000000000002,325.20000000000005,404.5,483.79999999999995,642.4000000000001,801.0,9910.0,26578.2,43246.4,51580.5,59914.6,76582.8,93251.0,0,2,2,"[""A5025764166"",""A5074195088""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Sonia I"", ""ktp.last_name"": ""Seneviratne""}",,,,,,,,,,,,,,,,,,,,,,0,0,0,[],[],[],[],,,true,true
"{""ktp.first_name"": ""Steven X."", ""ktp.last_name"": ""Ding""}",10.0,86.4,162.8,201.0,239.2,315.6,392.0,1.0,131.00000000000003,261.00000000000006,326.0,390.99999999999994,521.0000000000001,651.0,265.0,6282.0,12299.0,15307.5,18316.0,24333.0,30350.0,0,1,2,"[""A5046071840"",""A5017316799""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Tarik"", ""ktp.last_name"": ""Taleb""}",23.0,100.00000000000001,177.00000000000003,215.5,253.99999999999997,331.00000000000006,408.0,26.0,126.4,226.8,277.0,327.2,427.6,528.0,1029.0,5032.8,9036.6,11038.5,13040.4,17044.2,21048.0,0,1,2,"[""A5087043869"",""A5113689458""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Tasawar"", ""ktp.last_name"": ""Hayat""}",9.0,311.4,613.8,765.0,916.2,1218.6,1521.0,64.0,596.4000000000001,1128.8000000000002,1395.0,1661.1999999999998,2193.6000000000004,2726.0,1703.0,25801.600000000002,49900.200000000004,61949.5,73998.79999999999,98097.40000000001,122196.0,0,1,2,"[""A5068730007"",""A5113566989""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Toren"", ""ktp.last_name"": ""Finkel""}",8.0,82.00000000000001,156.00000000000003,193.0,229.99999999999997,304.00000000000006,378.0,15.0,80.60000000000001,146.20000000000002,179.0,211.79999999999998,277.40000000000003,343.0,1391.0,16683.600000000002,31976.2,39622.5,47268.8,62561.4,77854.0,0,1,2,"[""A5011179194"",""A5103504958""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Uwe"", ""ktp.last_name"": ""Rudolph""}",8.0,31.200000000000003,54.4,66.0,77.6,100.8,124.0,5.0,51.800000000000004,98.60000000000001,122.0,145.4,192.20000000000002,239.0,1877.0,4643.6,7410.2,8793.5,10176.8,12943.4,15710.0,0,1,2,"[""A5036255755"",""A5111840029""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Vince D"", ""ktp.last_name"": ""Calhoun""}",,,,,,,,,,,,,,,,,,,,,,0,0,0,[],[],[],[],,,true,true
"{""ktp.first_name"": ""Weihua"", ""ktp.last_name"": ""Deng""}",21.0,60.6,100.2,120.0,120.6,121.8,123.0,2.0,30.400000000000002,58.800000000000004,73.0,110.6,185.8,261.0,80.0,1474.8000000000002,2869.6000000000004,3567.0,4287.6,5728.8,7170.0,0,2,3,"[""A5110039855"",""A5100844399"",""A5030835613""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Willem M."", ""ktp.last_name"": ""de Vos""}",1.0,257.40000000000003,513.8000000000001,642.0,770.1999999999999,1026.6000000000001,1283.0,3.0,257.4,511.8,639.0,766.2,1020.6,1275.0,559.0,28773.800000000003,56988.600000000006,71096.0,85203.40000000001,113418.20000000001,141633.0,0,1,2,"[""A5054572740"",""A5110193083""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Xiong Wen (David)"", ""ktp.last_name"": ""Lou""}",,,,,,,,,,,,,,,,,,,,,,0,0,0,[],[],[],[],,,true,true
"{""ktp.first_name"": ""Yehuda"", ""ktp.last_name"": ""Shoenfeld""}",7.0,8.8,13.600000000000003,19.0,24.4,250.40000000000018,584.0,23.0,35.0,53.40000000000001,69.0,84.6,1030.6000000000008,2434.0,1185.0,2403.0,3458.0,3822.5,4187.0,39866.40000000003,93021.0,1,1,4,"[""A5074738902"",""A5101720215"",""A5105935780"",""A5108818104""]","[""A5074738902""]","[""A5074738902""]","[""A5074738902""]",A5074738902,A5074738902,false,true
"{""ktp.first_name"": ""Yongqiang"", ""ktp.last_name"": ""Guo""}",1.0,5.200000000000001,9.0,10.5,12.0,77.00000000000006,173.0,16.0,20.200000000000003,23.4,24.0,24.6,54.200000000000024,98.0,58.0,172.0,273.6,312.0,350.4,3924.000000000003,9246.0,1,1,4,"[""A5100758120"",""A5100298247"",""A5069882723"",""A5100758123""]","[""A5100758120""]","[""A5100758120""]","[""A5100758120""]",A5100758120,A5100758120,false,true
"{""ktp.first_name"": ""Younan"", ""ktp.last_name"": ""Xia""}",10.0,513.4000000000001,1016.8000000000001,1268.5,1520.2,2023.6000000000001,2527.0,10.0,242.60000000000002,475.20000000000005,591.5,707.8,940.4000000000001,1173.0,745.0,39017.4,77289.8,96426.0,115562.2,153834.6,192107.0,0,1,2,"[""A5041556229"",""A5108772240""]",[],[],[],,,true,true
"{""ktp.first_name"": ""Yulin"", ""ktp.last_name"": ""Chen""}",1.0,3.4000000000000004,6.0,6.5,13.399999999999995,70.20000000000002,490.0,2.0,30.200000000000003,37.6,44.0,61.39999999999999,106.00000000000001,1347.0,16.0,226.00000000000006,403.20000000000005,478.5,745.9999999999999,2421.800000000002,49138.0,3,4,18,"[""A5100383082"",""A5100398890"",""A5100398894"",""A5100398899"",""A5100398893"",""A5100398898"",""A5102019281"",""A5113614437"",""A5100398900"",""A5100398891"",""A5100398903"",""A5101691825"",""A5100398892"",""A5100398901"",""A5102019280"",""A5056351628"",""A5025612874"",""A5081785242""]","[""A5100383082"",""A5100398894""]","[""A5100383082"",""A5100398890"",""A5100398894""]","[""A5100383082"",""A5100398890"",""A5100398894""]",,A5100383082,true,false
"{""ktp.first_name"": ""Zhijun"", ""ktp.last_name"": ""Li""}",1.0,4.0,7.0,8.0,12.399999999999999,57.80000000000004,429.0,8.0,24.8,47.400000000000006,81.5,92.8,174.40000000000003,965.0,79.0,393.8,467.00000000000006,876.0,1165.6,3130.8000000000006,19763.0,6,4,22,"[""A5100450024"",""A5100450021"",""A5100450023"",""A5108029544"",""A5100450033"",""A5100450018"",""A5110522298"",""A5103195339"",""A5026370985"",""A5100450020"",""A5100450015"",""A5100450032"",""A5101475905"",""A5100450012"",""A5100450016"",""A5101475909"",""A5100450027"",""A5100450031"",""A5100450014"",""A5100450038"",""A5004983615"",""A5104167434""]","[""A5100450024"",""A5100450023"",""A5108029544"",""A5100450033"",""A5100450032""]","[""A5100450024"",""A5100450021""]","[""A5100450024"",""A5100450023"",""A5108029544""]",,A5100450024,true,false
"{""ktp.first_name"": ""Zhiqun"", ""ktp.last_name"": ""Lin""}",382.0,467.0,552.0,594.5,637.0,722.0,807.0,263.0,345.20000000000005,427.40000000000003,468.5,509.59999999999997,591.8000000000001,674.0,15854.0,20636.600000000002,25419.2,27810.5,30201.8,34984.4,39767.0,0,2,2,"[""A5009534643"",""A5013357576""]",[],[],[],,,true,true
